Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material de decoración (product.metafields.shopify.decoration-material),Formato de papel (product.metafields.shopify.paper-format),Tamaño de papel (product.metafields.shopify.paper-size),Características de la planta (product.metafields.shopify.plant-characteristics),Forma (product.metafields.shopify.shape),Espacio adecuado (product.metafields.shopify.suitable-space),Luz solar (product.metafields.shopify.sunlight),Forma de jarrón (product.metafields.shopify.vase-shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
corona-rosas,Corona rosas,"<p style=""text-align: center;"">80 - 90 cms de ruedo</p>",Las Lira,Home & Garden > Decor > Wreaths & Garlands,"","",false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,320000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/ba45aa71-53ed-4d13-a1ca-adb7fc159830.jpg?v=1734640124,1,"",false,,,,,,,,,,,,,,,floral,,,,,redondo,,,,,kg,,,draft
velvet-copia,Red Charm,"<p>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '60 x 70 cms' / El envío no está incluido en este precio</span></p>
<p> </p>",Las Lira,Uncategorized,"","",false,Title,Default Title,,,,,,,,F137,0.0,shopify,deny,manual,150000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/14b93d50-1439-494d-b345-5341aa579ce6.jpg?v=1734639856,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
pino-navideno,Pino Navideño,"<p>Este diseño se ha convertido en un clásico de nuestras Navidades. Su estructura está hecha en oasis para que las flores continúen hidratándose, por lo tanto hay que considerar el peso a la hora de manipularlo.. ¡con mucho cuidado! <br>Te aconsejamos que con una botella o regadera le chorrees agua poco a poco desde la punta del pino para que vaya permeando y rehidratando. Repite todos los días.</p>",Las Lira,Home & Garden > Decor > Wreaths & Garlands > Wreaths,"","",false,ALTURA,45 cms,,,,,,,,"",0.0,shopify,deny,manual,110000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/f0d2afa8-8fc7-49c9-b90d-f7e67fd14e78.jpg?v=1734631310,1,"",false,,,,,,,,,,,,,,,rojo,,,,,redondo,,,,,kg,,,draft
pino-navideno,,,,,,,,,60 cms,,,,,,,,"",0.0,shopify,deny,manual,145000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
paila-claus,Paila Claus,"<p>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" ni rociar las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que queden se verán más frescas.</p>
<p style=""text-align: center;""><span style=""color: rgb(179, 179, 179);"">* El arreglo de las fotos es de tamaño M '40 x 50 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,"","",false,Tamaño,M 40 x 50 cms,,,,,,,,"",0.0,shopify,deny,manual,90000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/d32a28cf-4732-4556-bd3d-fe01e1cdc117.jpg?v=1738684976,1,"",false,,,,,,,,,,,,,,,,,,,floreciente,,interior,sombra-parcial,,,kg,,,draft
paila-claus,,,,,,,,,L 50 x 65 cms,,,,,,,,"",0.0,shopify,deny,manual,120000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
boite-noel,Boîte Amour,"<p>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" ni rociar las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p style=""text-align: center;""><span style=""color: rgb(179, 179, 179);"">* El arreglo de las fotos es de tamaño '70 x 30 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,97000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/IMG_5181.heic?v=1738685038,1,"",false,,,,,,,,,,,,,,,,,,,floreciente,,interior,sombra-parcial,,,kg,,,active
boite-noel,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/IMG_5178.heic?v=1738685038,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frutera-pascual,Frutera Pascual,"<p><meta charset=""utf-8""><span>Para que tus flores tengan una vida mas larga debes evitar el sol directo o cualquier fuente de calor obvia (como un calefactor por ejemplo). Algunas flores pueden morir antes que otras, sobretodo en este arreglo en donde hay distintos tipos y variedades, por lo que te recomendamos que vayas sacando aquellas que estén moribundas para evitar la acumulación de bacterias y se vean mas frescas las que quedan! Preocúpate de mantener siempre con agua el florero (al menos hasta la mitad del vidrio) para no deshidratar las flores.</span></p>
<p style=""text-align: center;""><span style=""color: rgb(179, 179, 179);"">* El arreglo de las fotos es de tamaño '40 x 50 cms' / El envío no está incluido en este precio</span><br></p>",Las Lira,Home & Garden > Plants > Flowers,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,85000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Facetune_19-12-2024-14-02-41.jpg?v=1734628271,1,"",false,,,,,,,,,,,,,,,,,,,floreciente,,interior,sombra-parcial,,,kg,,,active
frutera-pascual,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/IMG_5189.heic?v=1734628483,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frutera-pascual,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Facetune_19-12-2024-14-01-59.jpg?v=1734628483,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libro-lucia-juana,Libro LuciaJuana,"<p>Ilustraciones para pintar, relajarte y decorar tu casa.</p>
<p><meta charset=""utf-8"">La artista Lucía Balbontín lanzó la segunda edición de sus libros para colorear, y ahora están disponibles en nuestra tienda. En esta versión tamaño XL (30 x 45 cm), encontrarás 20 ilustraciones de flores, todas dibujadas a mano e impresas en papel duplex, ideal para acuarelas. ¡Atrévete a crear tu propia obra de arte para enmarcar! Cada hoja cuenta con prepicado para facilitar el proceso.</p>",Las Lira,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Art & Craft Paper > Drawing & Painting Paper,Decoración,Decoración,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,42990,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/IMG_4879.heic?v=1733848782,1,"",false,,,,,,,,,,,,,,,floral,,hojas-sueltas,otros,,,,,,,kg,,,active
libro-lucia-juana,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/IMG_4876.heic?v=1733848782,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libro-lucia-juana,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/IMG_48902.heic?v=1733848782,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libro-lucia-juana,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/IMG_4893.heic?v=1733848782,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libro-lucia-juana,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/CopiadeIMG_4883.heic?v=1733848782,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canasto-360º-serena,Canasto 360º Serena,"<p><meta charset=""utf-8""><meta charset=""utf-8"">Este arreglo en colores blancos y verdes es de ruedo completo, lo que significa que está adornado con flores en todos sus lados, proporcionando una linda vista desde cualquier ángulo. Cuenta con un asa que facilita su transporte y movimiento.</p>
<p style=""text-align: center;""><a data-encoded-attr-charset=""dXRmLTg="" data-encoded-tag-value="""" data-encoded-tag-name=""meta""></a><span style=""color: #b3b3b3;"">* El arreglo de las fotos es tamaño: '55 x 60 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Uncategorized,Flowers,Funerales,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,205000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0088.jpg?v=1726165629,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
canasto-360º-serena,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0078-Edit.jpg?v=1726165629,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canasto-360º-serena,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0069-Edit.jpg?v=1726165629,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sobre-urna-floresta,Sobre Urna Floresta,"<p style=""text-align: center;""><meta charset=""utf-8""><meta charset=""utf-8"">Este arreglo floral está diseñado específicamente para ponerse sobre la urna. Consta de dos partes, lo que permite darle una forma que simula un jardín, donde las flores están dispuestas verticalmente, imitando su crecimiento natural.</p>
<p style=""text-align: center;"">Sólo existe un tamaño para este modelo</p>
<p style=""text-align: center;"">Las flores seleccionadas dependerán de la estación del año, sin embargo siempre se respetará el colorido de la composición de la foto.<br><br><a data-encoded-attr-charset=""dXRmLTg="" data-encoded-tag-value="""" data-encoded-tag-name=""meta""></a><span style=""color: #b3b3b3;"">* El tamaño del arreglo es de : '100 largo x 50 ancho' / El envío no está incluido en este precio</span></p>",Las Lira,Uncategorized,"",Funerales,true,Title,Default Title,,,,,,,,F314,0.0,shopify,deny,manual,220000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0065.jpg?v=1726074987,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
sobre-urna-floresta,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0055-Edit.jpg?v=1726074987,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sobre-urna-floresta,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0059-Edit.jpg?v=1726074987,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sobre-urna-floresta,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0057-Edit.jpg?v=1726074987,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pie-de-urna-en-blancos-y-azules-copy,Pie de Urna en blancos y celestes,"<p><meta charset=""utf-8""><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Arreglo de condolencias de medio ruedo (180º), en <meta charset=""utf-8""><span>elegantes tonos blancos y azules claros. Este arreglo lleva flores en su parte frontal, lo que nos da la capacidad de hacerlo con mayor altura.Cada arreglo viene en un canasto rectangular con asa, diseñado para facilitar su manipulación y transporte. Disponibles en cuatro tamaños diferentes para adaptarse a tus necesidades</span><br></p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es tamaño L: '75 x 80 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Uncategorized,"",Funerales,true,Tamaño,S (55 x 60 cms),,,,,,,,,0.0,shopify,deny,manual,80000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0025-Editcopia_b4edbfbf-b6fd-43ae-ab47-11454e226ded.jpg?v=1724805000,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pie-de-urna-en-blancos-y-azules-copy,,,,,,,,,M (65 x 70 cms),,,,,,,,,0.0,shopify,deny,manual,100000,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pie-de-urna-en-blancos-y-azules-copy,,,,,,,,,L (75 x 80 cms),,,,,,,,,0.0,shopify,deny,manual,150000,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pie-de-urna-en-blancos-y-azules-copy,,,,,,,,,XL (85 x 90 cms),,,,,,,,,0.0,shopify,deny,manual,190000,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sobre-urna-en-blancos-y-azules,Sobre Urna en blancos y azules,"<p style=""text-align: center;""><meta charset=""utf-8""><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Este arreglo floral está diseñado para ponerse sobre la urna.<br>Ofrecemos tres opciones de tamaño, variando únicamente en el largo. Las flores seleccionadas dependerán de la estación del año, sin embargo siempre se respetará el colorido de la composición de la foto.<br><br><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de la foto es tamaño S: '75 largo x 50 ancho' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,"",Funerales,true,Size,S (75 x 50),,,,,,,,F314,0.0,shopify,deny,manual,100000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/sobreurna1.jpg?v=1724698198,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
sobre-urna-en-blancos-y-azules,,,,,,,,,M (100 x 50),,,,,,,,F315,0.0,shopify,deny,manual,150000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0148-Edit.jpg?v=1724698300,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sobre-urna-en-blancos-y-azules,,,,,,,,,L (140 x 50),,,,,,,,F316,0.0,shopify,deny,manual,280000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0143-Edit.jpg?v=1724698325,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-360º-en-blancos,Canasto 360º en blancos,"<p><meta charset=""utf-8""><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Este arreglo de condolencias en tonos blancos es de ruedo completo, lo que significa que está adornado con flores en todos sus lados, proporcionando una linda vista desde cualquier ángulo. Cuenta con un asa que facilita su transporte y movimiento.</p>
<p>Disponemos de tres tamaños para adaptarnos a sus necesidades. </p>
<div style=""text-align: center;""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es tamaño S: '35 x 40 cms' / El envío no está incluido en este precio</span></div>",Las Lira,Home & Garden > Plants > Flowers,Flowers,Funerales,true,Size,S (35 x 40 cms),,,,,,,,F307,0.0,shopify,deny,manual,55000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/3.jpg?v=1722284485,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
canasto-360º-en-blancos,,,,,,,,,M (45 x 50 cms),,,,,,,,F308,0.0,shopify,deny,manual,73000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0032-Edit.jpg?v=1722284257,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-360º-en-blancos,,,,,,,,,L (55 x 60 cms),,,,,,,,F309,0.0,shopify,deny,manual,92000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0033-Edit.jpg?v=1722284257,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-360º-solo-rosas,Canasto 360º sólo rosas,"<p><meta charset=""utf-8"">Este arreglo es de ruedo completo, lo que significa que está adornado con flores en todos sus lados, proporcionando una linda vista desde cualquier ángulo. Cuenta con un asa que facilita su transporte y movimiento. Este arreglo se compone únicamente de rosas.</p>
<p>Disponemos de tres tamaños para adaptarnos a sus necesidades. </p>
<div style=""text-align: center;""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es tamaño L: '55 x 60 cms' / El envío no está incluido en este precio</span></div>",Las Lira,Uncategorized,"",Funerales,true,Size,S (35 x 40 cms),,,,,,,,F304,0.0,shopify,deny,manual,100000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/360solorosas.jpg?v=1722278226,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
canasto-360º-solo-rosas,,,,,,,,,M (45 x 50 cms),,,,,,,,F305,0.0,shopify,deny,manual,140000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/2.jpg?v=1722278481,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-360º-solo-rosas,,,,,,,,,L (55 x 60 cms),,,,,,,,F306,0.0,shopify,deny,manual,170000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0014-Edit.jpg?v=1722273169,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-360º-solo-rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0016-Edit.jpg?v=1722273169,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pie-de-urna-en-blancos-y-azules,Pie de Urna Ocaso,"<p><meta charset=""utf-8""><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Arreglo de condolencias de medio ruedo (180º) en <span>elegantes tonos crema, verdes y azules. Cada arreglo viene en un canasto rectangular con asa, diseñado para facilitar su manipulación y transporte. Disponibles en cuatro tamaños diferentes para adaptarse a tus necesidades.</span><br></p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es tamaño L: '75 x 80 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Uncategorized,"",Funerales,true,Tamaño,S (55 x 60 cms),,,,,,,,,0.0,shopify,deny,manual,80000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0110-Edit.jpg?v=1721683054,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pie-de-urna-en-blancos-y-azules,,,,,,,,,M (65 x 70 cms),,,,,,,,,0.0,shopify,deny,manual,100000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0100-Edit.jpg?v=1721683173,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pie-de-urna-en-blancos-y-azules,,,,,,,,,L (75 x 80 cms),,,,,,,,,0.0,shopify,deny,manual,150000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0101-Edit.jpg?v=1721683145,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pie-de-urna-en-blancos-y-azules,,,,,,,,,XL (85 x 90 cms),,,,,,,,,0.0,shopify,deny,manual,190000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0096-Edit.jpg?v=1721683160,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
florero-book-tulipanes,Florero book + Tulipanes,"<p>¡Seguro sorprenderás con este regalo! El florero es hecho en acrílico y va acompañado de 10 a 12 varas de tulipanes aproximadamente. <strong>Ojo que hay que consultar el colorido disponible</strong></p>
<p>Los tulipanes son flores que curiosamente aún después de ser cortadas siguen creciendo. Así es, su tallo se continúa desarrollando post corte, por lo que probablemente tu arreglo irá cambiando de forma. A nosotras nos gusta ese cambio, pero si ese no fuera tu caso, siempre puedes cortarles un poco su tallo y aprovechar de cambiarles el agua. ¡Ojo que son muy sedientas! Mantenlas siempre hidratadas, no las dejes en lugares calurosos y evita la luz directa del sol ;)</p>
<p style=""text-align: center;""><span style=""color: #b3b3b3;"">* El florero acrílico mide <span>20 x 15 x 4 cms'</span> / El envío no está incluido en este precio</span></p>",Las Lira,Uncategorized,"",Arreglos,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,42000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/D3C06340-33AC-4B21-96B2-04E45DBBF29E.jpg?v=1714867193,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
florero-book-tulipanes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/FB2BCD8B-85D8-4257-BFD9-20E92AE0FF99.jpg?v=1714867193,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dalias,Dalias,"<p><span>Siempre es bueno sacarlas por la noche para que se refresquen y duren más debido a las calefacciones de las casas. Nunca poner el arreglo bajo el sol, cambia el agua del florero seguido y cada vez que lo hagas aprovecha de cortar un poco el tallo para asegurarte de que succionen de manera eficiente.</span></p>
<p style=""text-align: center;"">* El arreglo de las fotos es de tamaño '70 x 45 cms' aprox. / El envío no está incluido en este precio</p>",Las Lira,,"","",false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,70000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/E3FE8199-8FA9-496F-90E9-F69D016BA9FB.jpg?v=1714863379,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
